1109.0000,22.1700,0.7644,236.7268,6.2576,0.5318,0.6949
1110.0000,22.1900,0.7807,243.2502,6.4301,0.5467,0.7097
1111.0000,22.2100,0.7973,249.6683,6.5997,0.5617,0.7248
1112.0000,22.2300,0.8136,256.0141,6.7675,0.5766,0.7397
1113.0000,22.2500,0.8302,262.3398,6.9347,0.5917,0.7547
1114.0000,22.2700,0.8467,268.5534,7.0990,0.6067,0.7698
1115.0000,22.2900,0.8633,274.6935,7.2613,0.6217,0.7848
1116.0000,22.3100,0.8801,280.7442,7.4212,0.6370,0.8001
1117.0000,22.3300,0.8966,286.7025,7.5787,0.6521,0.8151
1118.0000,22.3500,0.9131,292.5734,7.7339,0.6671,0.8301
1119.0000,22.3700,0.9296,298.3808,7.8874,0.6821,0.8451
1120.0000,22.3900,0.9461,304.0821,8.0381,0.6970,0.8600
1121.0000,22.4100,0.9629,309.6487,8.1853,0.7123,0.8754
1122.0000,22.4300,0.9795,315.1705,8.3312,0.7274,0.8904
1123.0000,22.4500,0.9959,320.6151,8.4752,0.7423,0.9054
1124.0000,22.4700,1.0127,325.9919,8.6173,0.7576,0.9206
1125.0000,22.4900,1.0293,331.3147,8.7580,0.7727,0.9357
1126.0000,22.5100,1.0461,336.5349,8.8960,0.7879,0.9510
1127.0000,22.5300,1.0626,341.6580,9.0314,0.8030,0.9660
1128.0000,22.5500,1.0791,346.6651,9.1638,0.8179,0.9810
1129.0000,22.5700,1.0959,351.6033,9.2943,0.8332,0.9963
1130.0000,22.5900,1.1124,356.5255,9.4244,0.8482,1.0113
1131.0000,22.6100,1.1291,361.3570,9.5521,0.8634,1.0265
1132.0000,22.6300,1.1457,366.1164,9.6779,0.8785,1.0416
1133.0000,22.6500,1.1622,370.8211,9.8023,0.8935,1.0566
1134.0000,22.6700,1.1793,375.4533,9.9248,0.9090,1.0720
1135.0000,22.6900,1.1959,380.0939,10.0474,0.9242,1.0872
1136.0000,22.7100,1.2125,384.6434,10.1677,0.9392,1.1022
1137.0000,22.7300,1.2291,389.0745,10.2848,0.9544,1.1174
1138.0000,22.7500,1.2457,393.4297,10.3999,0.9694,1.1324
1139.0000,22.7700,1.2625,397.7391,10.5139,0.9847,1.1478
1140.0000,22.7900,1.2791,401.9650,10.6256,0.9998,1.1628
1141.0000,22.8100,1.2955,406.1542,10.7363,1.0147,1.1777
1142.0000,22.8300,1.3122,410.2747,10.8452,1.0299,1.1929
1143.0000,22.8500,1.3289,414.3369,10.9526,1.0451,1.2081
1144.0000,22.8700,1.3458,418.4342,11.0609,1.0604,1.2235
1145.0000,22.8900,1.3625,422.4760,11.1678,1.0756,1.2386
1146.0000,22.9100,1.3788,426.4016,11.2715,1.0904,1.2535
1147.0000,22.9300,1.3956,430.2429,11.3731,1.1056,1.2687
1148.0000,22.9500,1.4123,434.0764,11.4744,1.1208,1.2839
1149.0000,22.9700,1.4288,437.9269,11.5762,1.1359,1.2989
1150.0000,22.9900,1.4455,441.6987,11.6759,1.1511,1.3141
1151.0000,23.0100,1.4621,445.4304,11.7745,1.1661,1.3292
1152.0000,23.0300,1.4789,449.1006,11.8715,1.1814,1.3445
1153.0000,23.0500,1.4958,452.7532,11.9681,1.1968,1.3598
1154.0000,23.0700,1.5123,456.4287,12.0653,1.2118,1.3748
1155.0000,23.0900,1.5289,460.0028,12.1597,1.2269,1.3899
1156.0000,23.1100,1.5455,463.4256,12.2502,1.2420,1.4050
1157.0000,23.1300,1.5623,466.8480,12.3407,1.2572,1.4203
1158.0000,23.1500,1.5790,470.3004,12.4319,1.2724,1.4355
1159.0000,23.1700,1.5954,473.7211,12.5224,1.2873,1.4503
1160.0000,23.1900,1.6122,477.0682,12.6108,1.3026,1.4656
1161.0000,23.2100,1.6289,480.4180,12.6994,1.3178,1.4808
1162.0000,23.2300,1.6455,483.7342,12.7871,1.3329,1.4959
1163.0000,23.2500,1.6624,487.0129,12.8737,1.3482,1.5112
1164.0000,23.2700,1.6789,490.2870,12.9603,1.3632,1.5262
1165.0000,23.2900,1.6957,493.5313,13.0460,1.3785,1.5415
1166.0000,23.3100,1.7125,496.7553,13.1313,1.3938,1.5568
1167.0000,23.3300,1.7289,499.9045,13.2145,1.4087,1.5717
1168.0000,23.3500,1.7457,503.0052,13.2965,1.4239,1.5870
1169.0000,23.3700,1.7623,506.0408,13.3767,1.4390,1.6020
1170.0000,23.3900,1.7790,509.1193,13.4581,1.4542,1.6173
1171.0000,23.4100,1.7957,512.1552,13.5383,1.4694,1.6325
1172.0000,23.4300,1.8121,515.1477,13.6174,1.4843,1.6474
1173.0000,23.4500,1.8291,518.1488,13.6968,1.4997,1.6628
